Rk,Squad,Comp,# Pl,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err
89, Udinese,it Serie A,25,38.0,597,340,329,214,54,253,593,42.7,340,434,153,281,375,972,789,13
90, Union Berlin,de Bundesliga,26,34.0,550,322,265,220,65,213,565,37.7,352,396,124,272,421,971,775,8
91, Valencia,es La Liga,28,38.0,500,310,270,173,57,232,589,39.4,357,334,130,204,362,862,748,12
92, Valladolid,es La Liga,30,38.0,568,327,316,204,48,239,672,35.6,433,391,112,279,390,958,749,13
93, Villarreal,es La Liga,25,38.0,553,323,250,239,64,218,602,36.2,384,362,116,246,339,892,814,12
94, Watford,eng Premier League,26,38.0,657,369,347,249,61,267,713,37.4,446,396,135,261,424,1081,869,4
95, Werder Bremen,de Bundesliga,30,34.0,550,345,285,199,66,216,573,37.7,357,369,123,246,423,973,775,11
96, West Ham,eng Premier League,29,38.0,696,417,374,263,59,300,745,40.3,445,383,117,266,421,1117,789,16
97, Wolfsburg,de Bundesliga,26,34.0,598,363,277,247,74,241,589,40.9,348,378,87,291,377,975,649,9
98, Wolves,eng Premier League,21,38.0,646,367,358,227,61,281,685,41.0,404,378,109,269,437,1083,702,23
1, Alavés,es La Liga,25,38.0,Na,558,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,565,Na,Na,Na
2, Angers,fr Ligue 1,29,38.0,Na,496,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,570,Na,Na,Na
3, Arsenal,eng Premier League,29,38.0,Na,492,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,558,Na,Na,Na
4, Atalanta,it Serie A,32,38.0,Na,491,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,698,Na,Na,Na
5, Athletic Club,es La Liga,25,38.0,Na,581,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,593,Na,Na,Na
6, Atlético Madrid,es La Liga,22,38.0,Na,600,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,645,Na,Na,Na
7, Augsburg,de Bundesliga,28,34.0,Na,512,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,794,Na,Na,Na
8, Barcelona,es La Liga,25,38.0,Na,463,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,445,Na,Na,Na
9, Bastia,fr Ligue 1,29,38.0,Na,472,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,608,Na,Na,Na
10, Bayern Munich,de Bundesliga,22,34.0,Na,421,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,686,Na,Na,Na
11, Betis,es La Liga,27,38.0,Na,560,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,593,Na,Na,Na
12, Bologna,it Serie A,28,38.0,Na,534,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,605,Na,Na,Na
13, Bordeaux,fr Ligue 1,27,38.0,Na,563,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,516,Na,Na,Na
14, Bournemouth,eng Premier League,27,38.0,Na,466,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,481,Na,Na,Na
15, Burnley,eng Premier League,27,38.0,Na,473,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,569,Na,Na,Na
16, Caen,fr Ligue 1,27,38.0,Na,556,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,693,Na,Na,Na
17, Cagliari,it Serie A,34,38.0,Na,556,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,574,Na,Na,Na
18, Celta Vigo,es La Liga,27,38.0,Na,550,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,627,Na,Na,Na
19, Chelsea,eng Premier League,24,38.0,Na,482,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,523,Na,Na,Na
20, Chievo,it Serie A,29,38.0,Na,463,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,536,Na,Na,Na
21, Crotone,it Serie A,31,38.0,Na,533,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,620,Na,Na,Na
22, Crystal Palace,eng Premier League,31,38.0,Na,521,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,575,Na,Na,Na
23, Darmstadt 98,de Bundesliga,31,34.0,Na,484,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,688,Na,Na,Na
24, Dijon,fr Ligue 1,27,38.0,Na,600,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,628,Na,Na,Na
25, Dortmund,de Bundesliga,27,34.0,Na,432,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,566,Na,Na,Na
26, Eibar,es La Liga,24,38.0,Na,526,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,676,Na,Na,Na
27, Eint Frankfurt,de Bundesliga,26,34.0,Na,436,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,849,Na,Na,Na
28, Empoli,it Serie A,29,38.0,Na,471,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,529,Na,Na,Na
29, Espanyol,es La Liga,27,38.0,Na,583,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,607,Na,Na,Na
30, Everton,eng Premier League,27,38.0,Na,557,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,472,Na,Na,Na
31, Fiorentina,it Serie A,30,38.0,Na,434,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,504,Na,Na,Na
32, Freiburg,de Bundesliga,25,34.0,Na,471,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,566,Na,Na,Na
33, Genoa,it Serie A,33,38.0,Na,510,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,526,Na,Na,Na
34, Granada,es La Liga,35,38.0,Na,477,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,620,Na,Na,Na
35, Guingamp,fr Ligue 1,25,38.0,Na,480,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,576,Na,Na,Na
36, Hamburger SV,de Bundesliga,29,34.0,Na,553,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,737,Na,Na,Na
37, Hertha BSC,de Bundesliga,26,34.0,Na,457,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,676,Na,Na,Na
38, Hoffenheim,de Bundesliga,23,34.0,Na,424,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,676,Na,Na,Na
39, Hull City,eng Premier League,28,38.0,Na,474,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,587,Na,Na,Na
40, Ingolstadt 04,de Bundesliga,22,34.0,Na,500,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,733,Na,Na,Na
41, Inter,it Serie A,29,38.0,Na,571,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,570,Na,Na,Na
42, Juventus,it Serie A,27,38.0,Na,457,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,557,Na,Na,Na
43, Köln,de Bundesliga,26,34.0,Na,484,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,729,Na,Na,Na
44, La Coruña,es La Liga,28,38.0,Na,531,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,563,Na,Na,Na
45, Las Palmas,es La Liga,29,38.0,Na,440,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,523,Na,Na,Na
46, Lazio,it Serie A,30,38.0,Na,591,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,538,Na,Na,Na
47, Leganés,es La Liga,31,38.0,Na,546,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,671,Na,Na,Na
48, Leicester City,eng Premier League,25,38.0,Na,508,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,559,Na,Na,Na
49, Leverkusen,de Bundesliga,24,34.0,Na,516,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,708,Na,Na,Na
50, Lille,fr Ligue 1,31,38.0,Na,465,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,583,Na,Na,Na
51, Liverpool,eng Premier League,23,38.0,Na,540,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,425,Na,Na,Na
52, Lorient,fr Ligue 1,30,38.0,Na,431,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,595,Na,Na,Na
53, Lyon,fr Ligue 1,27,38.0,Na,531,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,498,Na,Na,Na
54, M'Gladbach,de Bundesliga,24,34.0,Na,518,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,655,Na,Na,Na
55, Mainz 05,de Bundesliga,28,34.0,Na,472,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,787,Na,Na,Na
56, Málaga,es La Liga,29,38.0,Na,562,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,663,Na,Na,Na
57, Manchester City,eng Premier League,25,38.0,Na,476,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,527,Na,Na,Na
58, Manchester Utd,eng Premier League,31,38.0,Na,507,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,610,Na,Na,Na
59, Marseille,fr Ligue 1,27,38.0,Na,538,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,596,Na,Na,Na
60, Metz,fr Ligue 1,31,38.0,Na,502,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,697,Na,Na,Na
61, Middlesbrough,eng Premier League,27,38.0,Na,558,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,570,Na,Na,Na
62, Milan,it Serie A,28,38.0,Na,487,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,411,Na,Na,Na
63, Monaco,fr Ligue 1,29,38.0,Na,525,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,534,Na,Na,Na
64, Montpellier,fr Ligue 1,32,38.0,Na,467,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,595,Na,Na,Na
65, Nancy,fr Ligue 1,27,38.0,Na,525,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,659,Na,Na,Na
66, Nantes,fr Ligue 1,27,38.0,Na,642,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,524,Na,Na,Na
67, Napoli,it Serie A,26,38.0,Na,487,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,442,Na,Na,Na
68, Nice,fr Ligue 1,27,38.0,Na,472,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,434,Na,Na,Na
69, Osasuna,es La Liga,35,38.0,Na,545,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,677,Na,Na,Na
70, Palermo,it Serie A,30,38.0,Na,494,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,657,Na,Na,Na
71, Paris S-G,fr Ligue 1,28,38.0,Na,478,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,521,Na,Na,Na
72, Pescara,it Serie A,34,38.0,Na,512,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,549,Na,Na,Na
73, RB Leipzig,de Bundesliga,23,34.0,Na,582,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,770,Na,Na,Na
74, Real Madrid,es La Liga,24,38.0,Na,572,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,517,Na,Na,Na
75, Real Sociedad,es La Liga,27,38.0,Na,456,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,603,Na,Na,Na
76, Rennes,fr Ligue 1,31,38.0,Na,523,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,499,Na,Na,Na
77, Roma,it Serie A,22,38.0,Na,526,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,622,Na,Na,Na
78, Saint-Étienne,fr Ligue 1,34,38.0,Na,502,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,641,Na,Na,Na
79, Sampdoria,it Serie A,24,38.0,Na,511,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,468,Na,Na,Na
80, Sassuolo,it Serie A,28,38.0,Na,534,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,590,Na,Na,Na
81, Schalke 04,de Bundesliga,29,34.0,Na,450,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,805,Na,Na,Na
82, Sevilla,es La Liga,28,38.0,Na,521,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,522,Na,Na,Na
83, Southampton,eng Premier League,26,38.0,Na,507,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,539,Na,Na,Na
84, Sporting Gijón,es La Liga,29,38.0,Na,517,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,552,Na,Na,Na
85, Stoke City,eng Premier League,26,38.0,Na,489,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,528,Na,Na,Na
86, Sunderland,eng Premier League,31,38.0,Na,495,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,574,Na,Na,Na
87, Swansea City,eng Premier League,27,38.0,Na,481,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,471,Na,Na,Na
88, Torino,it Serie A,29,38.0,Na,508,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,594,Na,Na,Na
89, Tottenham,eng Premier League,24,38.0,Na,512,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,331,Na,Na,Na
90, Toulouse,fr Ligue 1,30,38.0,Na,536,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,554,Na,Na,Na
91, Udinese,it Serie A,29,38.0,Na,507,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,526,Na,Na,Na
92, Valencia,es La Liga,31,38.0,Na,621,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,628,Na,Na,Na
93, Villarreal,es La Liga,27,38.0,Na,505,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,567,Na,Na,Na
94, Watford,eng Premier League,33,38.0,Na,468,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,532,Na,Na,Na
95, Werder Bremen,de Bundesliga,31,34.0,Na,438,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,718,Na,Na,Na
96, West Brom,eng Premier League,23,38.0,Na,441,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,564,Na,Na,Na
97, West Ham,eng Premier League,29,38.0,Na,452,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,634,Na,Na,Na
98, Wolfsburg,de Bundesliga,31,34.0,Na,438,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,701,Na,Na,Na
1, Alavés,es La Liga,26,38.0,646,389,352,228,66,254,595,42.7,341,419,117,302,390,1036,1066,13
2, Amiens,fr Ligue 1,26,38.0,629,384,313,244,72,256,611,41.9,355,389,141,248,396,1025,876,16
3, Angers,fr Ligue 1,24,38.0,673,399,351,254,68,259,623,41.6,364,396,109,287,420,1093,889,8
4, Arsenal,eng Premier League,28,38.0,609,366,294,236,79,228,535,42.6,307,424,118,306,412,1021,798,28
5, Atalanta,it Serie A,27,38.0,638,397,278,277,83,269,577,46.6,308,433,96,337,454,1092,675,10
6, Athletic Club,es La Liga,27,38.0,643,384,311,245,87,245,646,37.9,401,414,93,321,453,1096,815,7
7, Atlético Madrid,es La Liga,29,38.0,784,487,402,298,84,319,700,45.6,381,374,94,280,463,1247,837,12
8, Augsburg,de Bundesliga,30,34.0,591,376,280,262,49,238,515,46.2,277,404,130,274,467,1058,754,15
9, Barcelona,es La Liga,30,38.0,537,346,218,232,87,226,492,45.9,266,360,101,259,391,928,565,16
10, Bayern Munich,de Bundesliga,24,34.0,465,294,172,210,83,165,410,40.2,245,313,61,252,336,801,368,10
11, Betis,es La Liga,25,38.0,615,378,309,227,79,219,544,40.3,325,382,80,302,361,976,702,21
12, Bologna,it Serie A,29,38.0,689,430,365,252,72,262,631,41.5,369,463,142,321,372,1061,863,17
13, Bordeaux,fr Ligue 1,33,38.0,720,447,359,303,58,296,666,44.4,370,394,114,280,391,1111,966,20
14, Bournemouth,eng Premier League,28,38.0,525,299,285,185,55,216,494,43.7,278,405,152,253,371,896,1098,21
15, Brighton,eng Premier League,21,38.0,679,391,363,238,78,264,582,45.4,318,415,170,245,463,1142,1001,17
16, Burnley,eng Premier League,23,38.0,584,311,280,246,58,237,539,44.0,302,516,222,294,367,951,1156,19
17, Caen,fr Ligue 1,26,38.0,709,435,373,271,65,291,621,46.9,330,403,141,262,489,1198,952,18
18, Cagliari,it Serie A,30,38.0,603,388,259,249,95,211,524,40.3,313,449,126,323,344,947,837,4
19, Cardiff City,eng Premier League,25,38.0,655,375,357,234,64,241,607,39.7,366,490,147,343,529,1184,1034,18
20, Celta Vigo,es La Liga,28,38.0,634,377,364,213,57,258,562,45.9,304,380,105,275,382,1016,889,19
21, Chelsea,eng Premier League,24,38.0,618,365,280,245,93,241,541,44.5,300,357,73,284,353,971,645,16
22, Chievo,it Serie A,36,38.0,623,374,320,243,60,252,605,41.7,353,421,132,289,471,1094,988,18
23, Crystal Palace,eng Premier League,26,38.0,733,446,398,270,65,281,590,47.6,309,441,141,300,445,1178,1011,17
24, Dijon,fr Ligue 1,26,38.0,674,408,339,254,81,261,645,40.5,384,417,119,298,482,1156,826,14
25, Dortmund,de Bundesliga,23,34.0,497,319,242,194,61,181,402,45.0,221,334,79,255,384,881,659,17
26, Düsseldorf,de Bundesliga,24,34.0,625,384,345,233,47,250,621,40.3,371,374,107,267,419,1044,760,14
27, Eibar,es La Liga,25,38.0,637,424,238,289,110,240,563,42.6,323,357,53,304,368,1005,683,10
28, Eint Frankfurt,de Bundesliga,30,34.0,598,371,291,246,61,233,539,43.2,306,465,102,363,360,958,708,4
29, Empoli,it Serie A,29,38.0,552,328,257,223,72,216,510,42.4,294,353,133,220,333,885,797,10
30, Espanyol,es La Liga,25,38.0,655,394,324,244,87,263,684,38.5,421,402,134,268,408,1063,950,14
31, Everton,eng Premier League,23,38.0,699,441,326,290,83,220,511,43.1,291,414,85,329,453,1152,877,21
32, Fiorentina,it Serie A,27,38.0,592,371,272,238,82,199,470,42.3,271,401,130,271,413,1005,887,11
33, Freiburg,de Bundesliga,28,34.0,570,357,301,211,58,213,503,42.3,290,401,121,280,374,944,882,12
34, Frosinone,it Serie A,33,38.0,571,353,303,204,64,213,530,40.2,317,416,151,265,384,955,918,12
35, Fulham,eng Premier League,28,38.0,596,362,310,231,55,224,524,42.7,300,425,144,281,434,1030,1030,28
36, Genoa,it Serie A,31,38.0,670,424,329,249,92,253,541,46.8,288,377,114,263,424,1094,858,10
37, Getafe,es La Liga,26,38.0,604,358,246,281,77,255,617,41.3,362,422,81,341,453,1057,888,15
38, Girona,es La Liga,26,38.0,613,367,309,247,57,264,636,41.5,372,401,124,277,432,1045,928,14
39, Guingamp,fr Ligue 1,30,38.0,684,431,320,299,65,275,551,49.9,276,416,112,304,421,1105,768,17
40, Hannover 96,de Bundesliga,32,34.0,583,342,305,228,50,262,628,41.7,366,434,124,310,459,1042,797,10
41, Hertha BSC,de Bundesliga,26,34.0,538,352,251,235,52,178,451,39.5,273,423,117,306,381,919,823,7
42, Hoffenheim,de Bundesliga,29,34.0,571,363,260,237,74,206,528,39.0,322,419,104,315,399,970,638,13
43, Huddersfield,eng Premier League,31,38.0,708,425,323,315,70,263,625,42.1,362,496,130,366,531,1239,682,15
44, Huesca,es La Liga,30,38.0,712,452,363,290,59,303,694,43.7,391,414,107,307,440,1152,953,12
45, Inter,it Serie A,23,38.0,614,409,278,244,92,253,596,42.4,343,388,104,284,311,925,642,14
46, Juventus,it Serie A,31,38.0,571,355,259,234,78,213,452,47.1,239,383,130,253,396,967,681,16
47, Lazio,it Serie A,30,38.0,658,406,295,284,79,280,599,46.7,319,415,136,279,432,1090,798,14
48, Leganés,es La Liga,29,38.0,609,382,325,221,63,227,581,39.1,354,329,84,245,432,1041,907,10
49, Leicester City,eng Premier League,25,38.0,675,393,344,277,54,237,549,43.2,312,429,96,333,438,1113,1034,24
50, Levante,es La Liga,26,38.0,572,372,308,196,68,264,722,36.6,458,455,151,304,422,994,842,12
51, Leverkusen,de Bundesliga,21,34.0,583,368,298,217,68,230,543,42.4,313,416,96,320,358,941,687,7
52, Lille,fr Ligue 1,25,38.0,628,378,295,272,61,263,583,45.1,320,377,106,271,387,1015,764,15
53, Liverpool,eng Premier League,23,38.0,613,377,257,280,76,251,556,45.1,305,361,78,283,314,927,670,16
54, Lyon,fr Ligue 1,25,38.0,637,384,285,266,86,231,492,47.0,261,406,136,270,363,1000,680,19
55, M'Gladbach,de Bundesliga,22,34.0,498,292,258,192,48,198,466,42.5,268,382,102,280,310,808,648,18
56, Mainz 05,de Bundesliga,28,34.0,528,309,256,219,53,220,467,47.1,247,455,123,332,395,923,728,12
57, Manchester City,eng Premier League,21,38.0,518,327,214,215,89,193,467,41.3,274,319,63,256,362,880,570,15
58, Manchester Utd,eng Premier League,28,38.0,581,347,280,239,62,240,544,44.1,304,445,128,317,355,936,847,26
59, Marseille,fr Ligue 1,24,38.0,781,489,349,332,100,318,698,45.6,380,346,98,248,401,1182,690,18
60, Milan,it Serie A,23,38.0,641,382,336,233,72,268,559,47.9,291,408,109,299,373,1014,845,14
61, Monaco,fr Ligue 1,42,38.0,686,422,322,271,93,301,660,45.6,359,334,86,248,386,1072,841,15
62, Montpellier,fr Ligue 1,25,38.0,759,431,364,305,90,304,676,45.0,372,411,105,306,484,1243,751,11
63, Nantes,fr Ligue 1,33,38.0,767,478,360,315,92,321,690,46.5,369,382,106,276,435,1202,831,6
64, Napoli,it Serie A,26,38.0,574,359,233,254,87,223,553,40.3,330,353,107,246,358,932,645,8
65, Newcastle Utd,eng Premier League,24,38.0,711,433,356,291,64,241,565,42.7,324,472,135,337,506,1217,1204,16
66, Nice,fr Ligue 1,30,38.0,662,420,331,264,67,287,617,46.5,330,410,108,302,450,1112,777,11
67, Nîmes,fr Ligue 1,23,38.0,733,442,373,282,78,325,757,42.9,432,378,119,259,443,1176,832,8
68, Nürnberg,de Bundesliga,27,34.0,551,350,335,175,41,253,560,45.2,307,382,119,263,354,905,840,12
69, Paris S-G,fr Ligue 1,30,38.0,701,434,286,315,100,282,625,45.1,343,335,93,242,342,1043,535,20
70, Parma,it Serie A,31,38.0,580,351,329,197,54,195,500,39.0,305,445,182,263,399,979,1147,12
71, Rayo Vallecano,es La Liga,29,38.0,651,422,369,223,59,257,592,43.4,335,388,77,311,433,1084,931,16
72, RB Leipzig,de Bundesliga,23,34.0,657,398,300,279,78,282,580,48.6,298,455,70,385,416,1073,717,1
73, Real Madrid,es La Liga,27,38.0,626,395,267,253,106,245,629,39.0,384,374,78,296,373,999,602,11
74, Real Sociedad,es La Liga,30,38.0,579,344,299,219,61,248,584,42.5,336,444,109,335,425,1004,842,19
75, Reims,fr Ligue 1,27,38.0,760,454,423,257,80,291,647,45.0,356,364,111,253,486,1246,886,18
76, Rennes,fr Ligue 1,28,38.0,652,395,307,271,74,292,650,44.9,358,405,119,286,389,1041,779,10
77, Roma,it Serie A,26,38.0,535,344,246,212,77,199,479,41.5,280,389,154,235,419,954,822,16
78, Saint-Étienne,fr Ligue 1,29,38.0,672,406,307,272,93,278,633,43.9,355,357,97,260,441,1113,774,24
79, Sampdoria,it Serie A,24,38.0,647,425,290,258,99,276,567,48.7,291,418,122,296,364,1011,838,9
80, Sassuolo,it Serie A,29,38.0,529,328,288,175,66,216,517,41.8,301,387,110,277,378,907,841,15
81, Schalke 04,de Bundesliga,32,34.0,631,381,279,286,66,251,594,42.3,343,464,119,345,419,1050,657,16
82, Sevilla,es La Liga,27,38.0,598,408,288,237,73,203,513,39.6,310,370,114,256,365,963,817,15
83, Southampton,eng Premier League,30,38.0,698,428,335,283,80,277,646,42.9,369,533,153,380,549,1247,1128,18
84, SPAL,it Serie A,28,38.0,579,374,314,201,64,218,493,44.2,275,411,136,275,388,967,877,15
85, Strasbourg,fr Ligue 1,26,38.0,649,405,320,256,73,257,570,45.1,313,373,127,246,428,1077,751,12
86, Stuttgart,de Bundesliga,26,34.0,576,362,299,217,60,204,476,42.9,272,422,116,306,399,975,898,12
87, Torino,it Serie A,25,38.0,636,394,272,283,81,226,506,44.7,280,462,117,345,451,1087,848,12
88, Tottenham,eng Premier League,28,38.0,627,373,310,237,80,268,577,46.4,309,415,112,303,325,952,823,20
89, Toulouse,fr Ligue 1,29,38.0,669,418,362,243,64,265,582,45.5,317,433,126,307,384,1053,947,17
90, Udinese,it Serie A,31,38.0,651,387,341,250,60,245,554,44.2,309,450,161,289,381,1032,1065,15
91, Valencia,es La Liga,25,38.0,598,384,299,228,71,238,588,40.5,350,447,120,327,418,1016,860,12
92, Valladolid,es La Liga,28,38.0,714,441,369,265,80,280,678,41.3,398,413,113,300,387,1101,874,16
93, Villarreal,es La Liga,26,38.0,667,413,333,255,79,273,659,41.4,386,406,142,264,390,1057,877,12
94, Watford,eng Premier League,25,38.0,656,391,350,243,63,257,622,41.3,365,404,120,284,428,1084,1022,18
95, Werder Bremen,de Bundesliga,24,34.0,549,344,256,230,63,216,553,39.1,337,426,109,317,407,956,817,10
96, West Ham,eng Premier League,26,38.0,723,393,385,279,59,295,697,42.3,402,488,142,346,457,1180,926,16
97, Wolfsburg,de Bundesliga,25,34.0,542,343,272,209,61,219,505,43.4,286,399,95,304,426,968,791,18
98, Wolves,eng Premier League,21,38.0,720,408,385,284,51,283,664,42.6,381,499,148,351,501,1221,895,23
1, Ajaccio,fr Ligue 1,25,38.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
2, Arsenal,eng Premier League,32,38.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
3, Aston Villa,eng Premier League,27,38.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
4, Atalanta,it Serie A,30,38.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
5, Athletic Club,es La Liga,22,38.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
6, Atlético Madrid,es La Liga,24,38.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
7, Augsburg,de Bundesliga,29,34.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
8, Auxerre,fr Ligue 1,29,38.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
9, Barcelona,es La Liga,29,38.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
10, Bayern Munich,de Bundesliga,21,34.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
11, Betis,es La Liga,31,38.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
12, Blackburn,eng Premier League,31,38.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
13, Bologna,it Serie A,27,38.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
14, Bolton,eng Premier League,30,38.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
15, Bordeaux,fr Ligue 1,26,38.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
16, Brest,fr Ligue 1,31,38.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
17, Caen,fr Ligue 1,23,38.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
18, Cagliari,it Serie A,25,38.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
