Rk,Squad,Comp,# Pl,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,A-xAG,KP,1/3,PPA,CrsPA
65, vs Osasuna,es La Liga,25,38.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
66, vs Palermo,it Serie A,25,38.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
67, vs Paris S-G,fr Ligue 1,22,38.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
68, vs Parma,it Serie A,27,38.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
69, vs Portsmouth,eng Premier League,33,38.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
70, vs Racing Sant,es La Liga,29,38.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
71, vs Real Madrid,es La Liga,25,38.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
72, vs Rennes,fr Ligue 1,24,38.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
73, vs Roma,it Serie A,29,38.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
74, vs Saint-Étienne,fr Ligue 1,28,38.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
75, vs Sampdoria,it Serie A,26,38.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
76, vs Schalke 04,de Bundesliga,29,34.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
77, vs Sevilla,es La Liga,31,38.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
78, vs Siena,it Serie A,29,38.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
79, vs Sochaux,fr Ligue 1,28,38.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
80, vs Sporting Gijón,es La Liga,28,38.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
81, vs Stoke City,eng Premier League,23,38.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
82, vs Stuttgart,de Bundesliga,28,34.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
83, vs Sunderland,eng Premier League,28,38.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
84, vs Tenerife,es La Liga,22,38.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
85, vs Tottenham,eng Premier League,30,38.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
86, vs Toulouse,fr Ligue 1,30,38.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
87, vs Udinese,it Serie A,28,38.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
88, vs Valencia,es La Liga,27,38.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
89, vs Valenciennes,fr Ligue 1,27,38.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
90, vs Valladolid,es La Liga,31,38.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
91, vs Villarreal,es La Liga,25,38.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
92, vs Werder Bremen,de Bundesliga,26,34.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
93, vs West Ham,eng Premier League,30,38.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
94, vs Wigan Athletic,eng Premier League,27,38.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
95, vs Wolfsburg,de Bundesliga,26,34.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
96, vs Wolves,eng Premier League,29,38.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
97, vs Xerez,es La Liga,24,38.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
98, vs Zaragoza,es La Liga,33,38.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
1, vs Almería,es La Liga,27,38.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,47,Na,Na,Na,Na,Na
2, vs Arsenal,eng Premier League,29,38.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,24,Na,Na,Na,Na,Na
3, vs Aston Villa,eng Premier League,27,38.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,37,Na,Na,Na,Na,Na
4, vs Atalanta,it Serie A,32,38.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,41,Na,Na,Na,Na,Na
5, vs Athletic Club,es La Liga,26,38.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,29,Na,Na,Na,Na,Na
6, vs Atlético Madrid,es La Liga,25,38.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,20,Na,Na,Na,Na,Na
7, vs Augsburg,de Bundesliga,25,34.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,31,Na,Na,Na,Na,Na
8, vs Barcelona,es La Liga,24,38.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,10,Na,Na,Na,Na,Na
9, vs Bastia,fr Ligue 1,31,38.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,27,Na,Na,Na,Na,Na
10, vs Bayern Munich,de Bundesliga,28,34.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,15,Na,Na,Na,Na,Na
11, vs Bordeaux,fr Ligue 1,30,38.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,30,Na,Na,Na,Na,Na
12, vs Burnley,eng Premier League,24,38.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,38,Na,Na,Na,Na,Na
13, vs Caen,fr Ligue 1,23,38.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,30,Na,Na,Na,Na,Na
14, vs Cagliari,it Serie A,29,38.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,49,Na,Na,Na,Na,Na
15, vs Celta Vigo,es La Liga,23,38.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,26,Na,Na,Na,Na,Na
16, vs Cesena,it Serie A,33,38.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,46,Na,Na,Na,Na,Na
17, vs Chelsea,eng Premier League,25,38.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,25,Na,Na,Na,Na,Na
18, vs Chievo,it Serie A,27,38.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,26,Na,Na,Na,Na,Na
19, vs Córdoba,es La Liga,33,38.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,52,Na,Na,Na,Na,Na
20, vs Crystal Palace,eng Premier League,30,38.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,31,Na,Na,Na,Na,Na
21, vs Dortmund,de Bundesliga,28,34.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,27,Na,Na,Na,Na,Na
22, vs Eibar,es La Liga,23,38.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,34,Na,Na,Na,Na,Na
23, vs Eint Frankfurt,de Bundesliga,26,34.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,45,Na,Na,Na,Na,Na
24, vs Elche,es La Liga,24,38.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,37,Na,Na,Na,Na,Na
25, vs Empoli,it Serie A,26,38.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,36,Na,Na,Na,Na,Na
26, vs Espanyol,es La Liga,27,38.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,40,Na,Na,Na,Na,Na
27, vs Everton,eng Premier League,28,38.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,31,Na,Na,Na,Na,Na
28, vs Evian,fr Ligue 1,29,38.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,33,Na,Na,Na,Na,Na
29, vs Fiorentina,it Serie A,30,38.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,28,Na,Na,Na,Na,Na
30, vs Freiburg,de Bundesliga,27,34.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,30,Na,Na,Na,Na,Na
31, vs Genoa,it Serie A,33,38.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,32,Na,Na,Na,Na,Na
32, vs Getafe,es La Liga,27,38.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,42,Na,Na,Na,Na,Na
33, vs Granada,es La Liga,34,38.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,39,Na,Na,Na,Na,Na
34, vs Guingamp,fr Ligue 1,28,38.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,34,Na,Na,Na,Na,Na
35, vs Hamburger SV,de Bundesliga,31,34.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,33,Na,Na,Na,Na,Na
36, vs Hannover 96,de Bundesliga,25,34.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,39,Na,Na,Na,Na,Na
37, vs Hellas Verona,it Serie A,30,38.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,40,Na,Na,Na,Na,Na
38, vs Hertha BSC,de Bundesliga,26,34.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,37,Na,Na,Na,Na,Na
39, vs Hoffenheim,de Bundesliga,23,34.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,38,Na,Na,Na,Na,Na
40, vs Hull City,eng Premier League,29,38.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,34,Na,Na,Na,Na,Na
41, vs Inter,it Serie A,34,38.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,32,Na,Na,Na,Na,Na
42, vs Juventus,it Serie A,28,38.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,18,Na,Na,Na,Na,Na
43, vs Köln,de Bundesliga,23,34.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,25,Na,Na,Na,Na,Na
44, vs La Coruña,es La Liga,27,38.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,43,Na,Na,Na,Na,Na
45, vs Lazio,it Serie A,29,38.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,27,Na,Na,Na,Na,Na
46, vs Leicester City,eng Premier League,28,38.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,32,Na,Na,Na,Na,Na
47, vs Lens,fr Ligue 1,27,38.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,34,Na,Na,Na,Na,Na
48, vs Levante,es La Liga,29,38.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,46,Na,Na,Na,Na,Na
49, vs Leverkusen,de Bundesliga,22,34.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,23,Na,Na,Na,Na,Na
50, vs Lille,fr Ligue 1,27,38.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,36,Na,Na,Na,Na,Na
51, vs Liverpool,eng Premier League,25,38.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,29,Na,Na,Na,Na,Na
52, vs Lorient,fr Ligue 1,32,38.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,32,Na,Na,Na,Na,Na
53, vs Lyon,fr Ligue 1,26,38.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,20,Na,Na,Na,Na,Na
54, vs M'Gladbach,de Bundesliga,19,34.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,15,Na,Na,Na,Na,Na
55, vs Mainz 05,de Bundesliga,29,34.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,30,Na,Na,Na,Na,Na
56, vs Málaga,es La Liga,23,38.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,35,Na,Na,Na,Na,Na
57, vs Manchester City,eng Premier League,24,38.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,22,Na,Na,Na,Na,Na
58, vs Manchester Utd,eng Premier League,33,38.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,25,Na,Na,Na,Na,Na
59, vs Marseille,fr Ligue 1,25,38.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,22,Na,Na,Na,Na,Na
60, vs Metz,fr Ligue 1,31,38.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,32,Na,Na,Na,Na,Na
61, vs Milan,it Serie A,35,38.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,34,Na,Na,Na,Na,Na
62, vs Monaco,fr Ligue 1,27,38.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,20,Na,Na,Na,Na,Na
63, vs Montpellier,fr Ligue 1,26,38.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,26,Na,Na,Na,Na,Na
64, vs Nantes,fr Ligue 1,27,38.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,22,Na,Na,Na,Na,Na
65, vs Napoli,it Serie A,26,38.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,40,Na,Na,Na,Na,Na
66, vs Newcastle Utd,eng Premier League,27,38.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,48,Na,Na,Na,Na,Na
67, vs Nice,fr Ligue 1,30,38.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,28,Na,Na,Na,Na,Na
68, vs Paderborn 07,de Bundesliga,24,34.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,43,Na,Na,Na,Na,Na
69, vs Palermo,it Serie A,31,38.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,40,Na,Na,Na,Na,Na
70, vs Paris S-G,fr Ligue 1,23,38.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,23,Na,Na,Na,Na,Na
71, vs Parma,it Serie A,38,38.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,52,Na,Na,Na,Na,Na
72, vs QPR,eng Premier League,32,38.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,51,Na,Na,Na,Na,Na
73, vs Rayo Vallecano,es La Liga,28,38.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,40,Na,Na,Na,Na,Na
74, vs Real Madrid,es La Liga,24,38.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,28,Na,Na,Na,Na,Na
75, vs Real Sociedad,es La Liga,25,38.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,32,Na,Na,Na,Na,Na
76, vs Reims,fr Ligue 1,30,38.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,43,Na,Na,Na,Na,Na
77, vs Rennes,fr Ligue 1,22,38.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,21,Na,Na,Na,Na,Na
78, vs Roma,it Serie A,32,38.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,20,Na,Na,Na,Na,Na
79, vs Saint-Étienne,fr Ligue 1,24,38.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,14,Na,Na,Na,Na,Na
80, vs Sampdoria,it Serie A,30,38.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,29,Na,Na,Na,Na,Na
81, vs Sassuolo,it Serie A,27,38.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,45,Na,Na,Na,Na,Na
82, vs Schalke 04,de Bundesliga,29,34.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,23,Na,Na,Na,Na,Na
83, vs Sevilla,es La Liga,26,38.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,29,Na,Na,Na,Na,Na
84, vs Southampton,eng Premier League,29,38.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,25,Na,Na,Na,Na,Na
85, vs Stoke City,eng Premier League,25,38.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,28,Na,Na,Na,Na,Na
86, vs Stuttgart,de Bundesliga,24,34.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,38,Na,Na,Na,Na,Na
87, vs Sunderland,eng Premier League,25,38.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,33,Na,Na,Na,Na,Na
88, vs Swansea City,eng Premier League,27,38.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,33,Na,Na,Na,Na,Na
89, vs Torino,it Serie A,31,38.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,27,Na,Na,Na,Na,Na
90, vs Tottenham,eng Premier League,27,38.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,34,Na,Na,Na,Na,Na
91, vs Toulouse,fr Ligue 1,27,38.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,42,Na,Na,Na,Na,Na
92, vs Udinese,it Serie A,28,38.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,36,Na,Na,Na,Na,Na
93, vs Valencia,es La Liga,24,38.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,19,Na,Na,Na,Na,Na
94, vs Villarreal,es La Liga,28,38.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,22,Na,Na,Na,Na,Na
95, vs Werder Bremen,de Bundesliga,31,34.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,45,Na,Na,Na,Na,Na
96, vs West Brom,eng Premier League,26,38.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,32,Na,Na,Na,Na,Na
97, vs West Ham,eng Premier League,28,38.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,28,Na,Na,Na,Na,Na
98, vs Wolfsburg,de Bundesliga,22,34.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,22,Na,Na,Na,Na,Na
1, vs Ajaccio,fr Ligue 1,36,38.0,16356,20436,80.0,298602,99155,6775,7903,85.7,7174,8331,86.1,1872,3174,59.0,49,35.0,35.0,+14.0,297,1308,310,66,1696
2, vs Almería,es La Liga,29,38.0,15416,19387,79.5,271349,96951,7332,8169,89.8,6009,7054,85.2,1644,2972,55.3,49,49.5,49.2,-0.5,423,1406,370,91,1706
3, vs Angers,fr Ligue 1,33,38.0,16447,19945,82.5,298240,100644,6859,7828,87.6,7221,8163,88.5,1809,2900,62.4,57,42.2,38.7,+14.8,347,1274,310,80,1600
4, vs Arsenal,eng Premier League,26,38.0,11424,15090,75.7,202608,76723,5278,6079,86.8,4656,5577,83.5,1174,2519,46.6,27,31.6,26.0,-4.6,259,778,201,45,907
5, vs Aston Villa,eng Premier League,26,38.0,14277,18089,78.9,255169,89828,6523,7424,87.9,5885,6859,85.8,1554,2778,55.9,25,36.1,28.7,-11.1,321,1096,282,65,1323
6, vs Atalanta,it Serie A,27,38.0,15427,19505,79.1,273586,101214,6905,7793,88.6,6372,7476,85.2,1676,3037,55.2,35,30.5,25.9,+4.5,330,1087,255,70,1264
7, vs Athletic Club,es La Liga,26,38.0,13536,17570,77.0,245536,92719,6175,7076,87.3,5335,6384,83.6,1644,3105,52.9,28,26.9,27.7,+1.1,286,913,252,70,1211
8, vs Atlético Madrid,es La Liga,27,38.0,16384,20021,81.8,301152,100162,6990,7841,89.1,7186,8112,88.6,1852,3099,59.8,22,31.3,31.5,-9.3,331,1304,267,93,1634
9, vs Augsburg,de Bundesliga,34,34.0,13841,18024,76.8,252155,99254,5992,6995,85.7,5949,7081,84.0,1561,2925,53.4,46,45.7,49.0,+0.3,400,1117,325,88,1458
10, vs Auxerre,fr Ligue 1,33,38.0,17165,21041,81.6,302893,106544,7520,8588,87.6,7334,8452,86.8,1699,2884,58.9,45,44.9,42.2,+0.1,353,1494,343,88,1837
11, vs Barcelona,es La Liga,29,38.0,10316,13758,75.0,190049,78390,4734,5458,86.7,3903,4724,82.6,1358,2606,52.1,10,23.0,21.6,-13.0,244,747,198,61,955
12, vs Bayern Munich,de Bundesliga,28,34.0,9411,12829,73.4,177710,76294,4054,4829,84.0,3857,4768,80.9,1260,2389,52.7,22,21.9,23.3,+0.1,216,677,180,46,879
13, vs Betis,es La Liga,30,38.0,14220,17964,79.2,252008,95359,6584,7458,88.3,5828,6839,85.2,1478,2672,55.3,28,37.0,35.7,-9.0,326,1182,302,86,1571
14, vs Bochum,de Bundesliga,26,34.0,11742,16038,73.2,219649,90652,5106,6094,83.8,4821,6031,79.9,1535,3027,50.7,40,39.4,41.8,+0.6,371,908,325,73,1247
15, vs Bologna,it Serie A,27,38.0,13164,16931,77.8,234130,89159,5899,6781,87.0,5442,6412,84.9,1412,2682,52.6,29,31.6,29.2,-2.6,353,1034,283,86,1294
16, vs Bournemouth,eng Premier League,31,38.0,18709,22764,82.2,328529,107187,8431,9452,89.2,8068,9207,87.6,1777,2972,59.8,49,45.3,44.6,+3.7,455,1615,430,95,1988
17, vs Brentford,eng Premier League,25,38.0,15959,20073,79.5,264065,90402,7989,8970,89.1,6154,7254,84.8,1318,2713,48.6,30,36.8,37.2,-6.8,417,1368,363,84,1540
18, vs Brest,fr Ligue 1,29,38.0,16383,20233,81.0,288921,104110,6993,8078,86.6,7252,8318,87.2,1592,2751,57.9,34,38.1,42.1,-4.1,369,1457,367,85,1926
19, vs Brighton,eng Premier League,29,38.0,11658,15116,77.1,200962,76693,5500,6255,87.9,4775,5646,84.6,1061,2361,44.9,34,33.7,27.1,+0.3,293,782,236,50,1026
20, vs Cádiz,es La Liga,38,38.0,15630,19569,79.9,277547,103054,7208,8097,89.0,6172,7272,84.9,1772,3099,57.2,32,38.4,40.0,-6.4,393,1364,339,96,1739
21, vs Celta Vigo,es La Liga,26,38.0,14618,18416,79.4,264587,95274,6485,7336,88.4,6036,7073,85.3,1704,2985,57.1,35,30.5,29.2,+4.5,279,1132,218,89,1297
22, vs Chelsea,eng Premier League,32,38.0,12591,16256,77.5,219610,84778,5875,6743,87.1,5133,6094,84.2,1242,2398,51.8,32,39.9,30.1,-7.9,321,967,240,59,1203
23, vs Clermont Foot,fr Ligue 1,28,38.0,15740,19391,81.2,281991,98164,6701,7700,87.0,6815,7858,86.7,1665,2763,60.3,33,35.4,37.4,-2.4,335,1463,293,71,1688
24, vs Cremonese,it Serie A,33,38.0,16894,21008,80.4,305504,110776,7478,8539,87.6,7053,8191,86.1,1949,3246,60.0,46,49.1,40.9,-3.1,443,1215,351,92,1615
25, vs Crystal Palace,eng Premier League,26,38.0,16316,20332,80.2,280950,99352,7628,8660,88.1,6712,7780,86.3,1522,2746,55.4,32,34.5,33.7,-2.5,339,1214,353,84,1592
26, vs Dortmund,de Bundesliga,30,34.0,11021,14394,76.6,200711,80724,4703,5513,85.3,4799,5688,84.4,1243,2321,53.6,31,33.3,32.9,-2.3,316,868,227,65,1064
27, vs Eint Frankfurt,de Bundesliga,28,34.0,12292,16233,75.7,230503,86018,4872,5794,84.1,5737,6783,84.6,1412,2745,51.4,41,33.6,37.2,+7.4,256,857,222,56,1129
28, vs Elche,es La Liga,32,38.0,15598,19238,81.1,278092,100384,7007,7840,89.4,6508,7501,86.8,1682,2859,58.8,44,48.7,43.7,-4.7,416,1340,325,92,1615
29, vs Empoli,it Serie A,32,38.0,15100,18872,80.0,278255,98045,6646,7495,88.7,6067,7180,84.5,1969,3152,62.5,32,40.7,38.9,-8.7,456,1222,390,130,1684
30, vs Espanyol,es La Liga,33,38.0,15807,19603,80.6,278055,101521,7448,8318,89.5,6120,7171,85.3,1742,3004,58.0,47,44.6,40.9,+2.4,426,1297,324,92,1634
31, vs Everton,eng Premier League,28,38.0,17041,21204,80.4,293765,101614,7993,9020,88.6,7025,8188,85.8,1559,2848,54.7,36,45.7,36.3,-9.7,437,1295,358,101,1678
